"position","rating","height","foot","pace","shooting","passing","dribbling","defending","heading"
1,66,186,0,52,68,59,59,69,74
1,66,180,1,63,48,65,71,65,69
1,66,170,0,83,55,61,66,68,65
1,66,191,0,43,43,44,42,72,69
1,66,177,1,72,46,60,62,65,65
1,66,175,0,76,53,64,59,64,63
1,66,178,1,67,51,63,64,67,64
1,66,187,1,64,54,64,58,70,66
1,66,192,0,58,25,49,58,70,62
1,66,180,0,77,51,58,58,67,60
1,66,185,1,57,45,54,50,67,69
1,66,175,1,84,49,59,60,65,60
1,66,185,1,66,26,48,29,69,64
1,66,186,0,53,31,51,42,67,83
1,66,191,0,51,37,41,34,70,82
1,66,185,1,58,39,49,47,71,68
1,66,189,1,33,29,41,35,71,74
1,66,186,1,67,44,53,47,69,71
1,66,173,0,78,65,64,68,63,58
1,66,179,1,56,45,59,53,68,66
1,66,191,0,69,31,44,40,70,76
1,66,186,0,44,47,60,41,68,75
1,66,183,0,54,48,62,55,68,67
1,66,175,1,67,56,70,67,64,62
1,66,182,1,77,37,45,47,68,74
1,66,178,0,67,53,59,62,66,65
1,66,178,1,65,59,65,66,69,63
1,66,184,1,65,42,53,45,68,74
1,66,183,1,46,44,57,47,71,63
1,66,183,1,62,43,61,55,70,61
1,66,181,1,60,42,64,50,66,61
1,66,187,1,55,41,45,43,73,72
1,66,183,1,78,40,54,53,68,71
1,66,193,1,33,38,52,49,73,62
1,66,185,0,64,46,54,52,69,58
1,66,193,1,64,41,57,56,71,65
1,66,183,1,57,54,58,48,70,68
1,66,174,1,65,49,65,58,67,62
1,66,180,1,62,33,48,41,67,69
1,66,178,1,74,35,60,65,66,63
1,66,171,1,61,43,53,54,65,77
1,66,188,0,69,51,64,52,68,69
1,66,173,0,73,41,55,57,66,70
1,66,188,0,72,27,40,48,66,71
1,66,165,1,71,48,64,61,68,76
1,66,187,0,56,33,37,37,71,68
1,66,186,1,56,46,63,55,70,56
1,66,185,0,67,27,42,40,72,75
1,66,185,1,80,57,66,68,67,65
1,66,175,1,96,51,48,55,68,73
1,66,171,0,81,58,66,73,66,60
1,66,173,1,77,33,63,56,68,60
1,66,178,1,85,56,65,58,67,71
1,66,182,1,51,36,45,34,72,79
1,66,172,1,76,50,60,57,66,58
1,66,185,1,56,44,58,42,70,69
1,66,188,1,63,33,56,54,68,71
1,66,166,0,80,55,63,69,64,63
1,66,189,0,49,49,54,52,70,61
1,66,188,1,62,30,50,35,69,70
1,66,170,1,78,55,61,68,60,62
1,66,185,0,74,66,69,67,66,63
1,66,175,1,77,44,62,58,68,64
1,66,187,1,60,49,54,41,69,69
1,66,181,1,75,42,60,61,67,66
1,66,174,0,81,60,62,69,65,61
1,66,184,1,75,57,63,61,66,59
1,66,190,1,49,24,56,26,70,76
1,66,182,0,76,46,61,62,68,66
1,66,182,1,55,61,60,58,68,65
1,66,186,1,63,32,39,50,73,68
1,66,175,0,67,66,68,72,64,65
1,66,183,1,68,49,64,54,66,76
1,66,183,1,64,32,59,41,70,63
1,66,178,1,53,35,53,56,68,72
1,66,180,1,75,45,69,70,68,57
1,66,183,1,79,41,39,52,70,73
1,66,185,0,73,54,60,57,68,68
1,66,179,1,76,53,66,65,64,57
1,66,176,0,75,44,62,65,57,61
1,66,188,0,71,51,60,63,67,60
1,66,185,1,72,49,52,54,70,70
1,66,183,1,59,34,53,36,68,65
1,66,174,0,79,53,64,61,66,61
1,66,190,1,64,46,45,44,70,70
1,66,181,1,69,33,60,49,66,68
1,66,191,0,62,38,43,40,69,69
1,66,189,1,61,41,62,39,71,70
1,66,187,1,70,40,51,40,67,72
1,66,188,1,50,55,53,47,71,65
1,66,188,1,53,37,57,53,70,62
1,66,172,0,73,26,66,66,59,57
1,66,177,0,69,39,61,66,68,63
1,66,188,1,81,39,36,56,66,78
1,66,179,0,76,50,68,64,62,63
1,66,183,1,64,41,58,48,66,64
1,66,173,1,74,48,58,63,68,69
1,66,177,1,77,49,68,78,64,56
1,66,186,0,76,42,61,58,67,58
1,66,178,1,74,46,63,65,59,53
1,66,194,1,57,33,40,46,71,65
1,66,176,0,80,47,64,66,65,61
1,66,183,0,79,33,62,65,64,70
1,66,185,1,63,54,66,66,69,65
1,66,191,1,52,36,45,42,71,74
1,66,190,1,60,39,38,45,73,75
1,66,194,1,55,35,38,45,75,56
1,66,178,0,72,45,66,65,64,75
1,66,180,0,76,39,63,62,66,58
1,66,177,1,67,37,51,37,67,72
1,66,178,0,80,48,64,65,65,58
1,66,191,1,54,30,63,30,70,70
1,66,192,1,50,44,57,49,68,57
1,66,188,1,48,28,26,24,74,75
1,66,175,0,59,51,64,52,69,69
1,66,188,1,40,41,59,36,63,67
1,66,192,1,42,41,53,53,73,54
1,66,186,0,62,58,69,58,67,60
1,66,187,0,31,51,65,56,66,69
1,66,174,1,64,47,56,44,69,64
1,66,188,1,53,35,39,37,74,69
1,66,193,1,32,46,52,44,73,68
1,66,183,0,33,34,45,51,69,73
1,66,180,0,61,48,54,40,69,70
1,66,189,1,51,57,66,63,68,70
1,66,185,1,51,49,50,56,68,71
1,66,191,1,62,33,45,55,69,71
1,66,180,1,56,30,40,36,67,77
1,66,176,0,52,75,70,63,67,69
2,66,170,1,59,60,67,69,55,59
2,66,179,1,71,67,60,63,59,70
2,66,192,0,51,52,64,55,68,67
2,66,176,1,63,63,60,64,62,68
2,66,188,0,68,64,64,63,65,66
2,66,175,1,67,67,64,72,41,40
2,66,186,1,64,50,67,61,70,64
2,66,184,1,38,54,60,53,71,65
2,66,183,1,64,66,64,55,70,69
2,66,168,1,71,62,67,66,61,60
2,66,183,1,65,58,62,63,67,63
2,66,180,0,53,57,69,67,58,58
2,66,182,1,62,61,72,62,66,62
2,66,170,1,86,53,60,69,57,57
2,66,183,1,68,65,67,63,65,67
2,66,173,0,59,68,67,66,50,54
2,66,171,1,79,65,59,72,45,54
2,66,180,0,65,65,67,69,50,53
2,66,177,1,59,70,74,67,49,52
2,66,181,0,69,62,67,68,63,61
2,66,177,1,80,56,58,66,65,62
2,66,178,1,69,56,65,66,61,61
2,66,185,0,77,56,63,64,64,61
2,66,181,1,51,55,65,64,66,56
2,66,191,1,45,57,63,60,69,72
2,66,175,1,57,54,70,61,61,48
2,66,175,1,65,66,67,70,57,48
2,66,181,1,52,62,71,66,58,58
2,66,176,1,65,52,70,61,64,65
2,66,175,1,68,57,68,66,60,63
2,66,185,0,59,66,72,58,52,48
2,66,175,1,76,65,60,76,50,60
2,66,176,1,87,37,54,68,51,38
2,66,185,1,63,55,69,63,66,66
2,66,181,0,66,56,60,51,67,67
2,66,180,0,64,61,66,68,53,57
2,66,177,1,49,62,65,60,70,65
2,66,174,1,67,65,69,65,65,63
2,66,175,1,71,61,64,64,64,63
2,66,182,1,70,64,65,68,50,59
2,66,185,1,61,63,63,56,68,66
2,66,183,0,77,58,60,70,53,61
2,66,184,1,87,61,62,67,49,62
2,66,180,1,69,61,65,68,62,60
2,66,168,1,65,52,68,62,62,68
2,66,179,0,55,55,65,69,66,67
2,66,180,0,79,63,62,69,52,56
2,66,169,1,72,50,58,57,71,73
2,66,182,1,66,60,65,65,56,54
2,66,188,1,53,50,59,53,68,65
2,66,165,1,76,60,62,69,35,47
2,66,175,1,59,64,67,71,56,60
2,66,175,1,68,52,61,66,64,64
2,66,183,1,72,46,59,58,69,63
2,66,172,1,74,39,59,56,70,64
2,66,185,1,70,50,66,62,68,52
2,66,172,0,79,53,60,72,45,55
2,66,187,1,67,55,66,61,66,64
2,66,175,1,75,57,61,66,64,58
2,66,180,0,72,53,68,64,61,64
2,66,180,1,70,59,62,73,50,58
2,66,183,0,47,69,69,68,69,77
2,66,180,0,79,64,64,62,69,66
2,66,181,0,70,64,71,65,62,65
2,66,188,1,58,58,64,57,69,62
2,66,178,1,59,64,66,70,48,51
2,66,190,1,52,54,55,50,70,69
2,66,180,1,72,56,65,65,66,71
2,66,174,1,81,68,61,66,49,62
2,66,178,1,62,56,65,49,65,68
2,66,179,0,91,59,58,70,40,62
2,66,178,1,69,47,64,65,65,60
2,66,193,1,66,56,68,62,69,59
2,66,185,1,64,50,61,54,66,64
2,66,182,0,70,60,68,71,59,55
2,66,178,1,68,54,69,64,66,60
2,66,182,0,66,51,62,56,68,63
2,66,172,1,76,61,64,64,65,54
2,66,183,1,66,58,68,67,57,55
2,66,183,1,73,64,59,71,53,58
2,66,183,1,79,61,64,67,67,78
2,66,179,1,78,59,62,67,62,55
2,66,170,1,65,56,64,67,62,58
2,66,176,1,77,61,62,69,46,60
2,66,183,1,81,59,60,72,49,58
2,66,173,1,69,63,62,66,51,59
2,66,176,1,78,64,67,72,42,56
2,66,184,0,54,69,72,68,62,63
2,66,181,1,69,64,64,65,63,57
2,66,184,0,86,58,64,67,46,59
2,66,165,1,72,64,71,71,43,53
2,66,183,1,62,60,64,66,70,59
2,66,176,1,57,56,65,65,64,57
2,66,186,1,70,43,58,59,69,59
2,66,180,1,69,61,66,61,63,69
2,66,186,1,63,54,65,67,48,62
2,66,183,1,69,51,64,64,65,59
2,66,193,1,56,58,56,56,72,79
2,66,187,0,51,58,62,61,72,60
2,66,185,1,64,37,68,61,69,68
2,66,176,1,83,63,61,65,54,51
2,66,175,1,80,53,64,77,50,43
2,66,175,0,79,57,62,69,54,52
2,66,186,1,69,53,66,68,60,61
2,66,182,1,74,59,65,64,65,58
2,66,180,1,70,63,62,68,50,52
2,66,182,0,71,51,65,65,57,59
2,66,182,1,62,56,68,62,62,56
2,66,178,0,80,58,60,66,64,62
2,66,176,1,63,44,57,55,70,58
2,66,185,0,77,56,64,64,53,66
2,66,177,1,73,59,64,66,64,57
2,66,196,0,42,59,57,53,78,60
2,66,186,1,62,56,58,60,67,69
2,66,179,1,62,63,64,63,63,57
2,66,189,0,72,61,70,65,62,56
2,66,183,1,66,61,65,71,62,61
2,66,175,0,76,68,59,72,49,61
2,66,180,1,65,56,63,69,63,69
2,66,179,1,75,59,59,72,29,48
2,66,177,0,56,46,54,47,70,64
2,66,173,1,75,62,62,64,67,58
2,66,190,0,72,67,70,69,61,55
2,66,176,1,85,65,60,69,49,64
2,66,176,1,87,67,61,68,45,53
2,66,165,1,87,62,54,75,45,55
2,66,188,1,81,54,58,59,72,75
2,66,175,0,77,57,61,67,66,58
2,66,167,0,65,64,58,74,41,42
2,66,179,1,74,65,64,67,55,61
2,66,174,1,69,49,65,69,61,63
2,66,184,1,66,57,67,66,61,60
2,66,184,1,75,63,63,69,51,64
2,66,175,0,75,61,63,67,58,57
2,66,174,1,73,52,60,75,36,49
2,66,185,1,77,61,59,73,44,59
2,66,179,1,75,63,64,70,51,56
2,66,180,0,75,43,66,67,61,57
2,66,171,1,65,54,69,67,60,63
2,66,175,0,78,53,58,68,53,58
2,66,179,1,59,61,70,70,57,63
2,66,185,0,46,65,65,62,66,65
2,66,174,1,62,54,69,59,63,60
2,66,180,1,73,50,59,69,55,62
2,66,176,1,67,70,65,67,46,51
2,66,179,0,71,62,63,67,63,58
2,66,172,1,73,57,56,62,69,67
2,66,179,1,51,65,73,67,65,64
2,66,181,1,65,65,62,71,60,66
2,66,180,1,59,62,66,67,61,64
2,66,178,0,55,64,72,59,57,66
2,66,178,1,58,65,77,62,66,50
2,66,185,1,92,59,52,77,47,57
2,66,179,1,62,65,60,66,55,72
2,66,186,0,74,56,66,67,63,45
2,66,175,1,69,57,63,67,48,53
2,66,188,1,65,43,60,57,69,71
2,66,175,1,59,46,51,54,70,62
2,66,183,0,56,66,68,64,63,50
2,66,168,1,55,50,70,65,58,41
2,66,186,0,52,61,67,65,64,60
2,66,165,1,64,50,62,73,60,58
0,65,182,0,72,62,49,61,55,63
0,65,185,1,66,62,52,59,54,71
0,65,183,1,41,64,40,50,54,80
0,65,167,0,76,56,61,63,47,48
0,65,175,1,69,63,58,61,61,64
0,65,181,1,33,68,52,62,53,82
0,65,183,1,63,64,60,62,59,61
0,65,184,1,60,68,45,56,43,64
0,65,185,1,59,65,58,62,49,68
0,65,173,0,71,62,57,66,48,63
0,65,193,1,63,61,59,66,49,67
0,65,173,0,84,52,66,70,39,46
0,65,178,1,68,61,51,64,56,66
0,65,184,1,66,64,52,63,56,68
0,65,179,1,69,64,61,65,55,63
0,65,187,1,55,64,62,60,50,64
0,65,173,1,66,65,61,66,57,59
0,65,172,1,77,56,51,69,44,55
0,65,173,1,81,64,49,69,43,65
0,65,178,1,52,66,69,64,43,63
0,65,180,1,66,61,54,56,54,69
0,65,184,1,78,58,56,72,52,59
0,65,189,1,65,61,47,61,54,66
0,65,176,1,80,58,51,71,49,65
0,65,185,1,53,63,57,66,54,63
0,65,166,1,77,67,59,70,49,58
0,65,182,1,60,67,57,60,52,63
0,65,183,1,68,64,60,64,58,63
0,65,191,1,58,60,46,59,58,79
0,65,179,1,72,62,53,69,50,77
0,65,188,1,75,63,32,54,50,83
0,65,185,1,60,57,45,64,57,71
0,65,185,0,69,57,36,65,49,64
0,65,184,1,70,63,52,74,51,64
0,65,181,1,69,60,49,61,50,77
0,65,183,0,80,59,59,73,50,62
0,65,185,1,76,63,58,66,54,74
0,65,192,1,73,64,52,65,48,64
0,65,178,0,66,60,68,64,49,60
0,65,183,1,77,59,63,69,52,59
0,65,182,1,71,61,63,64,46,68
0,65,185,1,84,61,57,67,55,55
0,65,179,1,76,59,52,61,48,64
0,65,198,1,61,59,51,54,62,76
0,65,176,1,89,53,49,69,44,49
0,65,177,0,80,60,66,65,55,59
0,65,191,0,68,67,64,63,54,62
0,65,185,1,71,63,50,67,47,62
0,65,188,0,64,60,43,64,53,71
0,65,174,1,79,57,56,70,46,56
0,65,183,0,85,57,56,68,47,52
0,65,183,1,78,65,50,69,42,66
0,65,170,1,90,58,43,73,40,45
0,65,170,1,87,59,43,70,47,60
0,65,182,1,82,58,60,69,49,67
0,65,183,0,55,60,58,66,52,72
0,65,191,1,66,62,50,61,57,67
0,65,196,1,48,61,42,59,57,69
0,65,180,1,80,64,56,67,56,55
0,65,188,1,75,60,51,68,54,68
0,65,183,1,73,63,38,66,50,63
0,65,174,1,75,63,54,68,46,57
0,65,176,0,80,54,55,72,47,60
0,65,198,1,48,62,46,52,56,61
0,65,185,1,76,57,41,70,47,70
0,65,185,0,74,64,46,64,45,66
0,65,178,1,73,62,50,63,51,76
0,65,184,1,70,62,49,58,55,68
0,65,191,1,68,60,37,61,53,64
0,65,190,0,69,65,61,65,50,58
0,65,191,1,69,60,50,66,60,56
0,65,186,0,77,57,49,72,62,60
0,65,187,0,66,62,33,70,51,60
0,65,184,1,69,64,59,59,48,59
0,65,191,1,68,62,43,65,54,59
0,65,178,1,83,62,47,53,49,70
0,65,195,0,70,62,40,59,52,61
0,65,184,1,89,60,44,65,48,59
0,65,173,0,82,50,60,67,38,51
0,65,179,1,71,67,58,69,51,55
0,65,192,1,70,60,50,57,59,72
0,65,191,1,70,62,44,59,58,62
0,65,179,0,76,62,51,68,44,64
0,65,182,1,66,63,59,66,52,69
0,65,181,1,64,59,68,68,48,57
0,65,178,1,78,63,54,73,54,62
0,65,170,1,83,63,55,72,40,56
0,65,188,1,84,61,55,65,54,72
0,65,160,1,80,61,56,69,35,36
0,65,185,1,71,59,55,62,56,74
0,65,182,1,74,63,56,63,49,66
0,65,180,1,75,62,55,63,48,68
0,65,180,1,80,63,46,62,53,74
0,65,186,1,75,67,45,59,55,70
0,65,180,1,75,64,62,71,45,60
0,65,174,1,78,61,49,72,48,52
1,65,180,0,53,35,60,65,69,65
1,65,185,1,65,34,42,27,70,70
1,65,188,1,71,43,42,35,73,67
1,65,180,1,74,50,57,51,66,71
1,65,182,1,49,44,54,45,69,59
1,65,177,0,75,51,65,60,66,66
1,65,182,1,51,42,46,44,66,64
1,65,179,1,63,50,65,55,71,53
1,65,186,0,50,42,47,48,70,71
1,65,192,0,55,48,60,44,71,55
1,65,183,0,72,55,62,62,66,64
1,65,176,0,78,42,59,58,66,64
1,65,184,0,78,42,67,50,68,59
1,65,176,1,75,53,63,47,67,68
1,65,179,1,75,57,64,64,64,62
1,65,183,1,70,38,53,50,68,71
1,65,183,1,31,44,46,31,68,71
1,65,181,1,32,45,46,38,67,75
1,65,187,0,60,39,39,37,69,74
1,65,179,1,70,40,60,67,65,63
1,65,183,0,65,54,62,58,68,69
1,65,180,0,67,39,57,50,71,62
1,65,177,1,66,44,58,62,66,65
1,65,177,1,68,59,66,61,60,48
1,65,178,0,54,52,63,62,68,62
1,65,188,1,32,29,37,44,70,76
1,65,183,0,55,28,48,38,69,74
1,65,194,1,44,34,51,36,72,57
1,65,178,0,52,40,53,57,65,67
1,65,186,1,55,43,56,46,70,66
1,65,182,1,56,46,49,54,67,64
1,65,172,1,79,52,56,64,64,62
1,65,185,1,58,44,34,47,71,64
1,65,185,0,71,64,61,61,68,61
1,65,180,1,59,42,45,44,66,70
1,65,185,1,51,38,49,28,69,69
1,65,186,0,36,55,65,59,69,54
1,65,180,1,62,51,62,58,68,66
1,65,180,1,82,51,63,67,63,62
1,65,200,0,44,26,44,27,72,65
1,65,168,0,76,49,66,57,60,50
1,65,184,1,65,37,50,48,66,67
1,65,186,1,57,39,57,50,68,64
1,65,182,0,55,49,52,50,68,68
1,65,183,1,50,47,60,55,71,58
1,65,185,1,56,40,41,54,68,71
1,65,185,0,75,40,63,56,67,66
1,65,185,0,54,40,43,43,70,68
1,65,190,1,64,47,50,46,70,64
1,65,190,1,56,36,45,44,68,72
1,65,188,1,63,15,65,41,70,75
1,65,180,0,73,40,60,45,60,69
1,65,185,1,57,26,34,32,71,68
1,65,180,1,68,52,59,60,67,68
1,65,183,1,67,36,54,56,67,74
1,65,180,0,70,56,60,62,69,63
1,65,178,1,71,43,54,56,67,65
1,65,178,0,57,34,57,54,65,72
1,65,180,1,32,46,54,47,70,67
1,65,187,1,52,44,55,40,67,67
1,65,188,1,53,50,62,53,69,73
1,65,185,1,58,40,45,36,70,71
1,65,173,1,58,53,62,61,67,65
1,65,178,1,65,39,60,44,65,53
1,65,175,0,74,50,60,64,64,58
1,65,179,0,73,50,56,69,65,60
1,65,188,1,66,33,35,32,72,63
1,65,187,1,52,46,52,50,68,67
1,65,191,1,58,32,53,52,70,69
1,65,169,0,84,53,63,71,56,65
1,65,187,0,75,54,67,54,74,73
1,65,183,1,66,45,58,58,66,63
1,65,180,1,74,35,58,64,66,65
1,65,171,0,77,56,68,66,67,66
1,65,178,1,63,32,37,51,70,79
1,65,179,0,74,52,63,60,66,64
1,65,185,1,67,33,52,47,65,72
1,65,185,0,63,38,54,57,66,62
1,65,178,1,73,41,62,53,62,60
1,65,173,1,81,54,64,65,63,63
1,65,191,1,52,31,42,35,73,71
1,65,185,1,59,41,63,56,64,68
1,65,180,1,72,63,67,63,64,61
1,65,190,1,71,42,63,63,69,63
1,65,189,1,67,49,59,60,68,63
1,65,180,1,71,50,62,64,64,58
1,65,196,1,53,33,43,35,71,69
1,65,187,1,58,45,53,48,67,62
1,65,184,1,79,38,60,64,66,65
1,65,187,1,62,38,49,46,67,71
1,65,175,1,76,53,60,66,63,53
1,65,182,1,51,38,49,32,69,74
1,65,183,1,61,48,50,52,69,71
1,65,189,1,58,45,58,51,65,65
1,65,186,1,52,36,46,35,66,68
1,65,181,0,63,27,46,36,68,76
1,65,190,1,74,37,49,26,70,71
1,65,188,0,52,27,43,34,69,65
1,65,185,0,59,25,47,44,65,69
1,65,183,1,66,21,43,38,66,78
1,65,181,1,69,45,58,55,67,58
1,65,182,1,59,40,51,46,67,79
1,65,170,1,82,49,55,60,63,67
1,65,178,1,77,48,65,67,68,58
1,65,191,1,80,34,45,33,72,73
1,65,184,1,63,42,64,63,66,64
1,65,177,0,67,45,60,60,66,66
1,65,183,0,60,47,56,37,67,73
1,65,179,1,68,57,66,61,66,58
1,65,175,1,86,52,57,60,67,64
1,65,187,1,55,45,48,49,69,64
1,65,188,1,61,33,54,43,64,67
1,65,189,1,51,35,49,46,71,63
1,65,174,0,85,65,54,71,65,68
1,65,172,0,75,62,62,73,64,57
1,65,188,1,52,31,56,51,70,62
1,65,188,0,73,57,60,60,69,71
1,65,187,1,52,38,47,37,69,70
1,65,186,1,64,40,42,36,70,64
1,65,189,1,61,46,62,58,66,55
1,65,185,1,69,45,57,40,68,68
1,65,176,0,71,47,66,66,63,64
1,65,186,1,55,24,56,49,68,64
1,65,185,1,60,31,43,47,69,69
1,65,173,1,79,52,52,61,68,66
1,65,180,1,82,51,55,63,67,61
1,65,183,0,62,40,49,38,68,68
1,65,187,1,60,49,60,50,65,72
1,65,189,1,50,31,42,38,68,69
1,65,172,0,79,52,66,68,61,61
1,65,176,0,80,59,62,65,67,62
1,65,173,1,69,51,64,65,65,57
1,65,186,1,72,21,43,61,68,71
1,65,192,0,37,36,52,44,72,62
1,65,196,1,57,47,47,35,68,71
1,65,173,1,79,46,58,63,65,65
1,65,175,1,76,50,59,64,67,67
1,65,188,1,51,34,44,51,70,78
1,65,185,1,62,43,58,42,67,66
1,65,182,1,75,41,64,65,65,68
1,65,192,1,65,48,63,44,70,65
1,65,185,1,77,57,66,60,68,66
1,65,188,1,60,39,42,43,70,75
1,65,185,1,78,32,43,42,73,66
1,65,174,0,85,62,60,67,65,72
1,65,194,1,63,50,59,57,69,63
1,65,173,0,76,61,67,67,65,58
1,65,188,0,61,30,38,35,71,63
1,65,185,1,72,48,65,66,66,63
1,65,185,1,61,32,49,29,71,68
1,65,182,1,58,34,48,49,64,72
1,65,186,1,65,48,50,46,69,70
1,65,185,1,62,36,44,51,67,72
1,65,194,1,50,46,54,49,67,70
1,65,190,0,44,36,58,53,70,62
1,65,180,0,44,60,71,60,68,61
1,65,171,0,83,61,67,69,61,63
1,65,190,1,46,23,38,33,71,79
1,65,190,1,42,52,50,45,71,64
1,65,195,1,28,47,55,53,70,56
1,65,183,1,66,19,50,57,69,63
1,65,185,1,37,39,45,39,73,70
1,65,180,1,69,51,59,59,64,63
1,65,183,0,53,37,60,59,67,67
1,65,175,0,64,34,56,61,66,64
1,65,178,1,76,51,58,63,66,67
1,65,182,1,77,50,59,60,66,62
1,65,181,0,54,64,64,66,68,54
1,65,180,1,73,38,57,57,65,68
1,65,182,1,59,40,50,42,68,70
1,65,179,1,65,48,63,65,67,69
2,65,184,1,61,65,63,59,62,62
2,65,186,1,49,56,64,54,69,59
2,65,180,1,61,49,48,46,70,73
2,65,177,0,75,64,57,68,48,56
2,65,180,1,56,61,66,57,61,56
2,65,185,1,50,54,60,48,66,64
2,65,188,0,42,51,59,58,66,46
2,65,189,0,51,60,55,59,70,72
2,65,170,1,59,59,69,65,53,47
2,65,171,1,64,61,69,66,46,48
2,65,175,1,69,65,62,65,55,61
2,65,173,0,77,54,63,63,60,63
2,65,175,0,79,65,57,76,50,52
2,65,182,1,54,52,54,49,71,63
2,65,176,1,64,52,68,61,62,63
2,65,173,0,61,61,66,70,58,49
2,65,182,0,57,52,59,49,70,59
2,65,182,1,51,56,67,60,59,41
2,65,182,1,59,52,57,59,68,68
2,65,180,1,64,50,54,46,66,65
2,65,182,1,60,62,73,69,49,61
2,65,180,0,72,60,60,68,64,68
2,65,170,0,65,57,63,66,62,60
2,65,183,1,70,65,64,69,68,73
2,65,174,1,82,61,58,64,48,64
2,65,186,1,72,62,61,68,55,63
2,65,193,0,66,63,68,66,58,65
2,65,182,1,69,55,61,65,71,66
2,65,182,1,71,64,61,70,42,43
2,65,189,0,68,68,66,63,61,55
2,65,175,1,76,60,64,70,42,56
2,65,177,1,65,61,61,67,52,57
2,65,171,1,64,52,57,73,51,55
2,65,183,1,70,62,68,68,59,59
2,65,177,1,64,65,74,60,58,51
2,65,178,1,75,56,61,63,51,48
2,65,187,1,57,60,67,65,67,61
2,65,180,0,74,55,64,65,55,58
2,65,180,1,66,55,58,59,69,66
2,65,180,1,71,64,60,64,53,61
2,65,178,1,58,64,71,58,62,64
2,65,178,1,74,64,64,70,64,65
2,65,175,1,75,62,67,60,46,63
2,65,183,0,68,64,66,59,57,54
2,65,183,1,67,48,68,61,59,63
2,65,181,1,64,50,67,66,54,53
2,65,180,1,87,60,55,70,41,54
2,65,193,1,53,62,61,59,71,73
2,65,182,0,77,61,59,66,58,58
2,65,170,0,70,58,68,60,62,65
2,65,185,1,63,63,66,58,62,62
2,65,178,1,74,65,63,67,49,55
2,65,171,1,66,44,57,49,66,49
2,65,180,1,72,52,59,68,50,67
2,65,181,1,60,40,58,56,68,60
2,65,181,1,55,52,63,61,58,46
2,65,183,1,61,63,67,63,64,53
2,65,188,1,71,64,64,66,66,66
2,65,178,1,88,41,67,63,63,65
2,65,180,1,65,51,59,60,68,68
2,65,188,1,74,54,61,67,66,70
2,65,182,1,86,55,60,71,53,61
2,65,180,0,72,61,63,64,51,53
2,65,180,1,89,61,64,65,50,61
2,65,173,1,75,64,62,70,61,58
2,65,188,0,51,54,69,59,66,68
2,65,180,0,80,63,58,68,59,63
2,65,184,0,75,68,54,65,68,66
2,65,183,1,77,68,61,65,51,63
2,65,163,1,77,54,62,70,41,61
2,65,183,1,70,64,61,67,64,57
2,65,172,1,69,52,59,62,64,63
2,65,178,1,73,57,62,65,52,43
2,65,180,1,75,61,60,65,61,61
2,65,175,0,78,63,61,66,50,54
2,65,178,0,73,48,58,60,67,71
2,65,178,1,65,49,65,63,65,60
2,65,194,1,48,53,59,58,70,68
2,65,175,1,70,50,66,57,62,60
2,65,183,0,68,60,67,63,67,64
2,65,184,0,74,56,55,68,66,69
2,65,186,1,64,58,66,65,62,62
2,65,170,1,62,40,61,69,46,40
2,65,175,0,76,55,62,67,65,65
2,65,178,1,68,60,62,65,52,53
2,65,179,0,77,72,63,70,54,58
2,65,176,1,71,52,66,70,65,53
2,65,178,1,70,43,52,56,70,60
2,65,172,1,84,60,58,69,38,48
2,65,170,1,75,59,61,67,48,69
2,65,189,0,64,60,72,66,65,60
2,65,186,1,66,56,58,60,65,69
2,65,179,1,73,66,63,65,64,54
2,65,187,1,86,58,63,78,60,52
2,65,183,1,64,52,60,72,59,56
2,65,183,0,65,51,66,65,58,59
2,65,176,1,67,60,71,72,51,51
2,65,185,1,71,61,64,70,46,60
2,65,183,1,75,43,64,67,66,47
2,65,176,0,84,53,60,65,42,58
2,65,181,0,64,48,65,44,66,63
2,65,178,1,81,52,62,63,52,41
2,65,185,1,71,57,66,64,66,62
2,65,178,1,62,64,68,70,67,69
2,65,173,1,89,67,56,65,45,49
2,65,178,1,78,62,61,62,61,52
2,65,191,1,72,54,67,63,67,60
2,65,171,1,84,59,57,69,47,54
2,65,173,1,84,57,60,63,59,56
2,65,188,1,77,55,63,70,60,65
2,65,173,1,70,59,63,67,46,53
2,65,180,1,59,58,67,64,60,57
2,65,183,1,80,43,64,67,68,60
2,65,182,1,68,64,64,66,49,47
2,65,175,1,71,56,63,71,59,54
2,65,175,1,73,53,66,69,62,61
2,65,180,1,62,54,64,57,64,55
2,65,180,0,81,57,65,65,64,58
2,65,189,1,84,60,62,65,49,60
2,65,182,1,74,61,64,66,61,59
2,65,178,1,71,56,62,66,65,68
2,65,186,1,73,57,60,66,67,73
2,65,185,1,46,56,62,55,71,67
2,65,179,0,70,54,62,61,66,67
2,65,173,0,67,54,58,52,68,60
2,65,178,1,63,44,66,65,65,62
2,65,166,1,77,58,61,73,55,46
2,65,173,1,76,56,61,65,48,50
2,65,170,1,71,70,63,68,64,61
2,65,180,1,64,60,62,62,46,62
2,65,179,0,71,63,64,69,50,40
2,65,183,1,62,59,65,63,46,45
2,65,174,1,73,50,66,64,62,64
2,65,170,1,68,65,61,66,53,67
2,65,168,1,82,62,61,72,42,63
2,65,165,1,72,60,63,66,55,53
2,65,174,1,79,47,56,66,66,63
2,65,180,1,66,54,64,66,40,58
2,65,179,0,80,69,56,69,48,57
2,65,176,1,65,64,67,66,63,62
